input_protein,input_ligand,input_docking_grid,output_ligand_name,output_ligand_dir2
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7L6D/7L6D_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7L6D/7L6D_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7L6D/7L6D_ligand_docking_grid_boxsize10.json,7L6D,posebustersv1_predict_sdf_boxsize10/7L6D
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7L7C/7L7C_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7L7C/7L7C_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7L7C/7L7C_ligand_docking_grid_boxsize10.json,7L7C,posebustersv1_predict_sdf_boxsize10/7L7C
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7L81/7L81_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7L81/7L81_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7L81/7L81_ligand_docking_grid_boxsize10.json,7L81,posebustersv1_predict_sdf_boxsize10/7L81
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LB3/7LB3_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LB3/7LB3_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LB3/7LB3_ligand_docking_grid_boxsize10.json,7LB3,posebustersv1_predict_sdf_boxsize10/7LB3
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LCU/7LCU_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LCU/7LCU_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LCU/7LCU_ligand_docking_grid_boxsize10.json,7LCU,posebustersv1_predict_sdf_boxsize10/7LCU
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LEV/7LEV_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LEV/7LEV_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LEV/7LEV_ligand_docking_grid_boxsize10.json,7LEV,posebustersv1_predict_sdf_boxsize10/7LEV
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LJN/7LJN_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LJN/7LJN_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LJN/7LJN_ligand_docking_grid_boxsize10.json,7LJN,posebustersv1_predict_sdf_boxsize10/7LJN
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LMO/7LMO_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LMO/7LMO_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LMO/7LMO_ligand_docking_grid_boxsize10.json,7LMO,posebustersv1_predict_sdf_boxsize10/7LMO
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LOE/7LOE_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LOE/7LOE_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LOE/7LOE_ligand_docking_grid_boxsize10.json,7LOE,posebustersv1_predict_sdf_boxsize10/7LOE
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LOU/7LOU_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LOU/7LOU_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LOU/7LOU_ligand_docking_grid_boxsize10.json,7LOU,posebustersv1_predict_sdf_boxsize10/7LOU
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LT0/7LT0_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LT0/7LT0_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LT0/7LT0_ligand_docking_grid_boxsize10.json,7LT0,posebustersv1_predict_sdf_boxsize10/7LT0
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LZD/7LZD_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LZD/7LZD_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LZD/7LZD_ligand_docking_grid_boxsize10.json,7LZD,posebustersv1_predict_sdf_boxsize10/7LZD
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LZQ/7LZQ_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LZQ/7LZQ_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7LZQ/7LZQ_ligand_docking_grid_boxsize10.json,7LZQ,posebustersv1_predict_sdf_boxsize10/7LZQ
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7M31/7M31_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7M31/7M31_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7M31/7M31_ligand_docking_grid_boxsize10.json,7M31,posebustersv1_predict_sdf_boxsize10/7M31
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7M3H/7M3H_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7M3H/7M3H_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7M3H/7M3H_ligand_docking_grid_boxsize10.json,7M3H,posebustersv1_predict_sdf_boxsize10/7M3H
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7M41/7M41_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7M41/7M41_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7M41/7M41_ligand_docking_grid_boxsize10.json,7M41,posebustersv1_predict_sdf_boxsize10/7M41
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7M6K/7M6K_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7M6K/7M6K_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7M6K/7M6K_ligand_docking_grid_boxsize10.json,7M6K,posebustersv1_predict_sdf_boxsize10/7M6K
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MAE/7MAE_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MAE/7MAE_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MAE/7MAE_ligand_docking_grid_boxsize10.json,7MAE,posebustersv1_predict_sdf_boxsize10/7MAE
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MEU/7MEU_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MEU/7MEU_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MEU/7MEU_ligand_docking_grid_boxsize10.json,7MEU,posebustersv1_predict_sdf_boxsize10/7MEU
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MFP/7MFP_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MFP/7MFP_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MFP/7MFP_ligand_docking_grid_boxsize10.json,7MFP,posebustersv1_predict_sdf_boxsize10/7MFP
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MGT/7MGT_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MGT/7MGT_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MGT/7MGT_ligand_docking_grid_boxsize10.json,7MGT,posebustersv1_predict_sdf_boxsize10/7MGT
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MGY/7MGY_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MGY/7MGY_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MGY/7MGY_ligand_docking_grid_boxsize10.json,7MGY,posebustersv1_predict_sdf_boxsize10/7MGY
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MMH/7MMH_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MMH/7MMH_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MMH/7MMH_ligand_docking_grid_boxsize10.json,7MMH,posebustersv1_predict_sdf_boxsize10/7MMH
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MOI/7MOI_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MOI/7MOI_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MOI/7MOI_ligand_docking_grid_boxsize10.json,7MOI,posebustersv1_predict_sdf_boxsize10/7MOI
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MRH/7MRH_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MRH/7MRH_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MRH/7MRH_ligand_docking_grid_boxsize10.json,7MRH,posebustersv1_predict_sdf_boxsize10/7MRH
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MS7/7MS7_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MS7/7MS7_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MS7/7MS7_ligand_docking_grid_boxsize10.json,7MS7,posebustersv1_predict_sdf_boxsize10/7MS7
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MSR/7MSR_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MSR/7MSR_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MSR/7MSR_ligand_docking_grid_boxsize10.json,7MSR,posebustersv1_predict_sdf_boxsize10/7MSR
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MWN/7MWN_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MWN/7MWN_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MWN/7MWN_ligand_docking_grid_boxsize10.json,7MWN,posebustersv1_predict_sdf_boxsize10/7MWN
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MWU/7MWU_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MWU/7MWU_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MWU/7MWU_ligand_docking_grid_boxsize10.json,7MWU,posebustersv1_predict_sdf_boxsize10/7MWU
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MY1/7MY1_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MY1/7MY1_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MY1/7MY1_ligand_docking_grid_boxsize10.json,7MY1,posebustersv1_predict_sdf_boxsize10/7MY1
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MYU/7MYU_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MYU/7MYU_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MYU/7MYU_ligand_docking_grid_boxsize10.json,7MYU,posebustersv1_predict_sdf_boxsize10/7MYU
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MZS/7MZS_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MZS/7MZS_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7MZS/7MZS_ligand_docking_grid_boxsize10.json,7MZS,posebustersv1_predict_sdf_boxsize10/7MZS
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7N03/7N03_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7N03/7N03_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7N03/7N03_ligand_docking_grid_boxsize10.json,7N03,posebustersv1_predict_sdf_boxsize10/7N03
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7N4N/7N4N_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7N4N/7N4N_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7N4N/7N4N_ligand_docking_grid_boxsize10.json,7N4N,posebustersv1_predict_sdf_boxsize10/7N4N
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7N4W/7N4W_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7N4W/7N4W_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7N4W/7N4W_ligand_docking_grid_boxsize10.json,7N4W,posebustersv1_predict_sdf_boxsize10/7N4W
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7N6F/7N6F_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7N6F/7N6F_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7N6F/7N6F_ligand_docking_grid_boxsize10.json,7N6F,posebustersv1_predict_sdf_boxsize10/7N6F
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7N7B/7N7B_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7N7B/7N7B_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7N7B/7N7B_ligand_docking_grid_boxsize10.json,7N7B,posebustersv1_predict_sdf_boxsize10/7N7B
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7N7H/7N7H_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7N7H/7N7H_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7N7H/7N7H_ligand_docking_grid_boxsize10.json,7N7H,posebustersv1_predict_sdf_boxsize10/7N7H
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NA4/7NA4_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NA4/7NA4_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NA4/7NA4_ligand_docking_grid_boxsize10.json,7NA4,posebustersv1_predict_sdf_boxsize10/7NA4
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NB4/7NB4_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NB4/7NB4_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NB4/7NB4_ligand_docking_grid_boxsize10.json,7NB4,posebustersv1_predict_sdf_boxsize10/7NB4
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NF0/7NF0_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NF0/7NF0_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NF0/7NF0_ligand_docking_grid_boxsize10.json,7NF0,posebustersv1_predict_sdf_boxsize10/7NF0
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NF3/7NF3_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NF3/7NF3_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NF3/7NF3_ligand_docking_grid_boxsize10.json,7NF3,posebustersv1_predict_sdf_boxsize10/7NF3
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NFB/7NFB_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NFB/7NFB_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NFB/7NFB_ligand_docking_grid_boxsize10.json,7NFB,posebustersv1_predict_sdf_boxsize10/7NFB
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NGW/7NGW_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NGW/7NGW_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NGW/7NGW_ligand_docking_grid_boxsize10.json,7NGW,posebustersv1_predict_sdf_boxsize10/7NGW
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NLK/7NLK_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NLK/7NLK_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NLK/7NLK_ligand_docking_grid_boxsize10.json,7NLK,posebustersv1_predict_sdf_boxsize10/7NLK
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NLV/7NLV_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NLV/7NLV_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NLV/7NLV_ligand_docking_grid_boxsize10.json,7NLV,posebustersv1_predict_sdf_boxsize10/7NLV
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NML/7NML_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NML/7NML_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NML/7NML_ligand_docking_grid_boxsize10.json,7NML,posebustersv1_predict_sdf_boxsize10/7NML
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NP6/7NP6_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NP6/7NP6_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NP6/7NP6_ligand_docking_grid_boxsize10.json,7NP6,posebustersv1_predict_sdf_boxsize10/7NP6
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NPL/7NPL_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NPL/7NPL_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NPL/7NPL_ligand_docking_grid_boxsize10.json,7NPL,posebustersv1_predict_sdf_boxsize10/7NPL
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NR6/7NR6_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NR6/7NR6_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NR6/7NR6_ligand_docking_grid_boxsize10.json,7NR6,posebustersv1_predict_sdf_boxsize10/7NR6
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NR8/7NR8_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NR8/7NR8_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NR8/7NR8_ligand_docking_grid_boxsize10.json,7NR8,posebustersv1_predict_sdf_boxsize10/7NR8
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NSW/7NSW_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NSW/7NSW_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NSW/7NSW_ligand_docking_grid_boxsize10.json,7NSW,posebustersv1_predict_sdf_boxsize10/7NSW
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NTG/7NTG_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NTG/7NTG_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NTG/7NTG_ligand_docking_grid_boxsize10.json,7NTG,posebustersv1_predict_sdf_boxsize10/7NTG
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NU0/7NU0_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NU0/7NU0_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NU0/7NU0_ligand_docking_grid_boxsize10.json,7NU0,posebustersv1_predict_sdf_boxsize10/7NU0
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NUT/7NUT_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NUT/7NUT_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NUT/7NUT_ligand_docking_grid_boxsize10.json,7NUT,posebustersv1_predict_sdf_boxsize10/7NUT
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NXO/7NXO_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NXO/7NXO_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7NXO/7NXO_ligand_docking_grid_boxsize10.json,7NXO,posebustersv1_predict_sdf_boxsize10/7NXO
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7O0N/7O0N_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7O0N/7O0N_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7O0N/7O0N_ligand_docking_grid_boxsize10.json,7O0N,posebustersv1_predict_sdf_boxsize10/7O0N
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7O1T/7O1T_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7O1T/7O1T_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7O1T/7O1T_ligand_docking_grid_boxsize10.json,7O1T,posebustersv1_predict_sdf_boxsize10/7O1T
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7OCB/7OCB_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7OCB/7OCB_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7OCB/7OCB_ligand_docking_grid_boxsize10.json,7OCB,posebustersv1_predict_sdf_boxsize10/7OCB
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7ODX/7ODX_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7ODX/7ODX_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7ODX/7ODX_ligand_docking_grid_boxsize10.json,7ODX,posebustersv1_predict_sdf_boxsize10/7ODX
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7ODY/7ODY_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7ODY/7ODY_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7ODY/7ODY_ligand_docking_grid_boxsize10.json,7ODY,posebustersv1_predict_sdf_boxsize10/7ODY
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7OEO/7OEO_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7OEO/7OEO_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7OEO/7OEO_ligand_docking_grid_boxsize10.json,7OEO,posebustersv1_predict_sdf_boxsize10/7OEO
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7OFF/7OFF_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7OFF/7OFF_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7OFF/7OFF_ligand_docking_grid_boxsize10.json,7OFF,posebustersv1_predict_sdf_boxsize10/7OFF
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7OFK/7OFK_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7OFK/7OFK_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7OFK/7OFK_ligand_docking_grid_boxsize10.json,7OFK,posebustersv1_predict_sdf_boxsize10/7OFK
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7OKC/7OKC_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7OKC/7OKC_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7OKC/7OKC_ligand_docking_grid_boxsize10.json,7OKC,posebustersv1_predict_sdf_boxsize10/7OKC
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7OKF/7OKF_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7OKF/7OKF_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7OKF/7OKF_ligand_docking_grid_boxsize10.json,7OKF,posebustersv1_predict_sdf_boxsize10/7OKF
